shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
41,-74.041043,40.639159,39
41,-74.039454,40.641119,40
41,-74.038306,40.642594,41
41,-74.036342,40.644463,42
41,-74.034393,40.646010,43
41,-74.031467,40.646913,44
41,-74.028753,40.650586,45
41,-74.025453,40.656045,46
41,-74.023535,40.660387,47
41,-74.022420,40.666055,48
41,-74.022257,40.672397,49
41,-74.021927,40.677032,50
41,-74.021505,40.678334,51
41,-74.019526,40.680796,52
41,-74.015440,40.684568,53
41,-74.012290,40.687795,54
41,-74.010390,40.690153,55
41,-74.006031,40.698352,56
41,-74.004233,40.700243,57
41,-74.004218,40.701915,58
41,-74.003847,40.702966,59
41,-74.004681,40.703461,60
41,-74.005468,40.703515,61
41,-74.006138,40.703205,62
42,-73.969964,40.744749,1
42,-73.970715,40.743845,2
42,-73.961378,40.741857,3
42,-73.965269,40.738550,4
42,-73.965395,40.734516,5
42,-73.963579,40.731411,6
42,-73.966584,40.724164,7
42,-73.964972,40.720892,8
42,-73.967601,40.720771,9
42,-73.971793,40.712862,10
42,-73.970254,40.708577,11
42,-73.975276,40.709246,12
42,-73.993405,40.705514,13
42,-73.995768,40.703539,14
42,-73.999710,40.702838,15
42,-74.000790,40.702675,16
42,-74.005674,40.703560,17
42,-74.002153,40.702432,18
42,-74.003963,40.700175,19
42,-74.009778,40.692994,20
42,-74.012235,40.690700,21
43,-74.012162,40.690707,1
43,-74.009679,40.693204,2
43,-74.005898,40.697777,3
43,-74.002197,40.702477,4
43,-74.005666,40.703523,5
43,-74.000714,40.702607,6
43,-73.995777,40.703541,7
43,-73.993335,40.705645,8
43,-73.975206,40.709208,9
43,-73.970249,40.708578,10
43,-73.971838,40.712968,11
43,-73.967716,40.720772,12
43,-73.964980,40.720889,13
43,-73.966482,40.724243,14
43,-73.963579,40.731401,15
43,-73.965259,40.734483,16
43,-73.965137,40.738643,17
43,-73.961381,40.741858,18
43,-73.970543,40.744076,19
43,-73.970875,40.743657,20
44,-74.038147,40.639523,1
44,-74.038170,40.641845,2
44,-74.032636,40.647381,3
44,-74.026819,40.646655,4
44,-74.029559,40.650106,5
44,-74.022918,40.662899,6
44,-74.023561,40.676342,7
44,-74.018910,40.681564,8
44,-74.012500,40.683800,9
44,-74.011413,40.683118,10
44,-74.013175,40.681002,11
44,-74.011084,40.682966,12
44,-74.011751,40.685816,13
44,-74.006364,40.691514,14
44,-74.002388,40.692403,15
44,-74.003726,40.694018,16
44,-74.002344,40.697176,17
44,-73.997924,40.702725,18
44,-73.995742,40.703551,19
44,-74.000778,40.702710,20
44,-74.005801,40.703563,21
44,-74.002131,40.702485,22
44,-74.009765,40.693014,23
44,-74.012233,40.690699,24
45,-74.012123,40.690688,1
45,-74.009590,40.693346,2
45,-74.002185,40.702489,3
45,-74.005610,40.703526,4
45,-74.000704,40.702595,5
45,-73.995764,40.703556,6
45,-73.998138,40.702727,7
45,-74.002453,40.697178,8
45,-74.003761,40.694120,9
45,-74.002295,40.692382,10
45,-74.006422,40.692031,11
45,-74.011448,40.684607,12
45,-74.011030,40.682993,13
45,-74.013181,40.681035,14
45,-74.011333,40.683056,15
45,-74.012579,40.683882,16
45,-74.018910,40.681596,17
45,-74.023512,40.676310,18
45,-74.022937,40.662859,19
45,-74.029667,40.650101,20
45,-74.026789,40.646618,21
45,-74.032605,40.647393,22
45,-74.038231,40.641678,23
45,-74.038136,40.639691,24
46,-73.969964,40.744749,1
46,-73.970715,40.743845,2
46,-73.961378,40.741857,3
46,-73.965269,40.738550,4
46,-73.965395,40.734516,5
46,-73.963579,40.731411,6
46,-73.966584,40.724164,7
46,-73.964972,40.720892,8
46,-73.967601,40.720771,9
46,-73.971793,40.712862,10
46,-73.970254,40.708577,11
46,-73.975276,40.709246,12
46,-73.993405,40.705514,13
46,-73.995768,40.703539,14
46,-73.999710,40.702838,15
46,-74.000790,40.702675,16
46,-74.005674,40.703560,17
46,-74.002153,40.702432,18
46,-74.003963,40.700175,19
46,-74.009778,40.692994,20
46,-74.012235,40.690700,21
47,-74.012162,40.690707,1
47,-74.009679,40.693204,2
47,-74.005898,40.697777,3
47,-74.002197,40.702477,4
47,-74.005666,40.703523,5
47,-74.000714,40.702607,6
47,-73.995777,40.703541,7
47,-73.993335,40.705645,8
47,-73.975206,40.709208,9
47,-73.970249,40.708578,10
47,-73.971838,40.712968,11
47,-73.967716,40.720772,12
47,-73.964980,40.720889,13
47,-73.966482,40.724243,14
47,-73.963579,40.731401,15
47,-73.965259,40.734483,16
47,-73.965137,40.738643,17
47,-73.961381,40.741858,18
47,-73.970543,40.744076,19
47,-73.970875,40.743657,20
48,-74.038147,40.639523,1
48,-74.038170,40.641845,2
48,-74.032636,40.647381,3
48,-74.026819,40.646655,4
48,-74.029559,40.650106,5
48,-74.022918,40.662899,6
48,-74.023561,40.676342,7
48,-74.018910,40.681564,8
48,-74.012500,40.683800,9
48,-74.011413,40.683118,10
48,-74.013175,40.681002,11
48,-74.011084,40.682966,12
48,-74.011751,40.685816,13
48,-74.006364,40.691514,14
48,-74.002388,40.692403,15
48,-74.003726,40.694018,16
48,-74.002344,40.697176,17
48,-73.997924,40.702725,18
48,-73.995742,40.703551,19
48,-74.000778,40.702710,20
48,-74.005801,40.703563,21
48,-74.002131,40.702485,22
48,-74.009765,40.693014,23
48,-74.012233,40.690699,24
49,-74.012123,40.690688,1
49,-74.009590,40.693346,2
49,-74.002185,40.702489,3
49,-74.005610,40.703526,4
49,-74.000704,40.702595,5
49,-73.995764,40.703556,6
49,-73.998138,40.702727,7
49,-74.002453,40.697178,8
49,-74.003761,40.694120,9
49,-74.002295,40.692382,10
49,-74.006422,40.692031,11
49,-74.011448,40.684607,12
49,-74.011030,40.682993,13
49,-74.013181,40.681035,14
49,-74.011333,40.683056,15
49,-74.012579,40.683882,16
49,-74.018910,40.681596,17
49,-74.023512,40.676310,18
49,-74.022937,40.662859,19
49,-74.029667,40.650101,20
49,-74.026789,40.646618,21
49,-74.032605,40.647393,22
49,-74.038231,40.641678,23
49,-74.038136,40.639691,24
50,-73.971809,40.743556,1
50,-73.971610,40.743850,2
50,-73.971540,40.743960,3
50,-73.971420,40.744060,4
50,-73.971151,40.744345,5
50,-73.971050,40.744450,6
50,-73.971000,40.744500,7
50,-73.971360,40.744560,8
50,-73.971920,40.744790,9
50,-73.972260,40.744940,10
50,-73.972580,40.745070,11
50,-73.973030,40.744450,12
50,-73.973210,40.744190,13
50,-73.973510,40.743780,14
50,-73.974470,40.744180,15
50,-73.975230,40.744510,16
50,-73.975900,40.744790,17
50,-73.977360,40.745400,18
50,-73.978110,40.745730,19
50,-73.978970,40.746090,20
50,-73.979240,40.746200,21
50,-73.979720,40.746400,22
50,-73.980110,40.746560,23
50,-73.980930,40.746900,24
50,-73.981135,40.746989,25
50,-73.981250,40.747040,26
50,-73.981340,40.747080,27
50,-73.981430,40.747110,28
50,-73.982130,40.747410,29
50,-73.982360,40.747510,30
50,-73.982960,40.747770,31
50,-73.982470,40.748430,32
50,-73.982020,40.749050,33
50,-73.981570,40.749670,34
50,-73.981120,40.750280,35
50,-73.980670,40.750910,36
50,-73.980220,40.751520,37
50,-73.979770,40.752140,38
50,-73.979270,40.752830,39
50,-73.978780,40.753480,40
50,-73.978330,40.754100,41
50,-73.977870,40.754730,42
50,-73.977420,40.755350,43
50,-73.976960,40.755980,44
50,-73.976500,40.756600,45
50,-73.975580,40.756220,46
50,-73.974940,40.755950,47
50,-73.974780,40.755880,48
50,-73.974430,40.755730,49
50,-73.974010,40.755550,50
50,-73.973750,40.755440,51
50,-73.973270,40.755240,52
50,-73.973730,40.754620,53
50,-73.974080,40.754140,54
50,-73.974190,40.753990,55
50,-73.974420,40.753670,56
50,-73.974650,40.753370,57
50,-73.975100,40.752740,58
50,-73.975350,40.752400,59
50,-73.975420,40.752310,60
50,-73.975560,40.752120,61
50,-73.975810,40.751770,62
50,-73.975890,40.751660,63
50,-73.976020,40.751470,64
50,-73.976540,40.750780,65
50,-73.976990,40.750150,66
50,-73.977430,40.749540,67
50,-73.977890,40.748920,68
50,-73.978340,40.748300,69
50,-73.978790,40.747680,70
50,-73.979183,40.747147,71
50,-73.979240,40.747070,72
50,-73.979720,40.746400,73
50,-73.979240,40.746200,74
50,-73.978970,40.746090,75
50,-73.978793,40.746015,76
50,-73.978110,40.745730,77
50,-73.977360,40.745400,78
50,-73.975900,40.744790,79
50,-73.975230,40.744510,80
50,-73.974470,40.744180,81
50,-73.973510,40.743780,82
50,-73.973010,40.743570,83
50,-73.972730,40.743460,84
50,-73.972210,40.743240,85
50,-73.972160,40.743230,86
50,-73.972110,40.743210,87
50,-73.972060,40.743190,88
50,-73.971840,40.743510,89
50,-73.971681,40.743745,90
67,-73.768918,40.596190,1
67,-73.769750,40.596100,2
67,-73.770650,40.596000,3
67,-73.771500,40.595910,4
67,-73.772310,40.595790,5
67,-73.772820,40.595770,6
67,-73.773870,40.595760,7
67,-73.774590,40.595730,8
67,-73.774770,40.595730,9
67,-73.775720,40.595670,10
67,-73.776550,40.595610,11
67,-73.777390,40.595550,12
67,-73.778220,40.595500,13
67,-73.779030,40.595450,14
67,-73.779940,40.595380,15
67,-73.780920,40.595320,16
67,-73.781117,40.595307,17
67,-73.781840,40.595260,18
67,-73.782700,40.595200,19
67,-73.783610,40.595140,20
67,-73.784130,40.595100,21
67,-73.784550,40.595070,22
67,-73.785510,40.595000,23
67,-73.785730,40.594980,24
67,-73.786260,40.594940,25
67,-73.786940,40.594880,26
67,-73.787080,40.594850,27
67,-73.787230,40.594810,28
67,-73.788080,40.594470,29
67,-73.789130,40.594040,30
67,-73.791020,40.593270,31
67,-73.791220,40.593190,32
67,-73.791470,40.593130,33
67,-73.792320,40.593070,34
67,-73.792690,40.593050,35
67,-73.793050,40.593030,36
67,-73.793240,40.593020,37
67,-73.794110,40.592970,38
67,-73.794190,40.592960,39
67,-73.795150,40.592910,40
67,-73.796160,40.592840,41
67,-73.797160,40.592770,42
67,-73.798070,40.592710,43
67,-73.798170,40.592710,44
67,-73.799080,40.592660,45
67,-73.799460,40.592630,46
67,-73.799710,40.592390,47
67,-73.800550,40.591310,48
67,-73.800890,40.590980,49
67,-73.801370,40.590880,50
67,-73.801120,40.589090,51
67,-73.802000,40.588870,52
67,-73.802800,40.588650,53
67,-73.803540,40.588450,54
67,-73.803890,40.588400,55
67,-73.804310,40.588300,56
67,-73.805140,40.588210,57
67,-73.806350,40.588080,58
67,-73.807280,40.587990,59
67,-73.807450,40.588000,60
67,-73.809860,40.587740,61
67,-73.810630,40.587670,62
67,-73.811100,40.587600,63
67,-73.811240,40.587550,64
67,-73.812160,40.587440,65
67,-73.812450,40.587410,66
67,-73.813050,40.587350,67
67,-73.813580,40.587200,68
67,-73.813850,40.587120,69
67,-73.814650,40.586780,70
67,-73.815440,40.586460,71
67,-73.816560,40.586000,72
67,-73.816700,40.585930,73
67,-73.817170,40.585710,74
67,-73.817280,40.585660,75
67,-73.818050,40.585310,76
67,-73.818800,40.584950,77
67,-73.819570,40.584590,78
67,-73.820340,40.584220,79
67,-73.821100,40.583860,80
67,-73.821720,40.583570,81
67,-73.822580,40.583150,82
67,-73.823070,40.583900,83
67,-73.826070,40.583010,84
67,-73.827660,40.582550,85
67,-73.829160,40.582080,86
67,-73.829590,40.581950,87
67,-73.830060,40.582420,88
67,-73.830230,40.582590,89
67,-73.830950,40.583980,90
67,-73.830910,40.583900,91
67,-73.830950,40.583980,92
67,-73.831180,40.583930,93
67,-73.831730,40.583784,94
68,-73.882633,40.567323,1
68,-73.882460,40.567020,2
68,-73.882090,40.566390,3
68,-73.881970,40.566570,4
68,-73.881882,40.566688,5
68,-73.881760,40.566850,6
68,-73.881680,40.566920,7
68,-73.881530,40.567020,8
68,-73.881370,40.567090,9
68,-73.881170,40.567130,10
68,-73.880790,40.567140,11
68,-73.880420,40.567100,12
68,-73.880140,40.567120,13
68,-73.879880,40.567160,14
68,-73.879700,40.567210,15
68,-73.879340,40.567410,16
68,-73.879040,40.567530,17
68,-73.878700,40.567680,18
68,-73.878360,40.567820,19
68,-73.877450,40.568230,20
68,-73.876630,40.568620,21
68,-73.874710,40.569540,22
68,-73.874560,40.569610,23
68,-73.872130,40.570770,24
68,-73.871730,40.570940,25
68,-73.871410,40.571040,26
68,-73.871030,40.571100,27
68,-73.870490,40.571120,28
68,-73.870330,40.571120,29
68,-73.869790,40.571000,30
68,-73.869520,40.570920,31
68,-73.869250,40.570800,32
68,-73.868970,40.570640,33
68,-73.868790,40.570520,34
68,-73.868530,40.570210,35
68,-73.868340,40.569920,36
68,-73.868180,40.569620,37
68,-73.868120,40.569400,38
68,-73.868120,40.568930,39
68,-73.868150,40.568830,40
68,-73.868160,40.568740,41
68,-73.868270,40.568520,42
68,-73.868590,40.568100,43
68,-73.868760,40.567930,44
68,-73.869050,40.567730,45
68,-73.869400,40.567560,46
68,-73.869860,40.567420,47
68,-73.871490,40.566870,48
68,-73.871860,40.566740,49
68,-73.872250,40.566600,50
68,-73.872810,40.566400,51
68,-73.873000,40.566360,52
68,-73.873110,40.566300,53
68,-73.873140,40.566190,54
68,-73.873115,40.566164,55
68,-73.873140,40.566190,56
68,-73.873050,40.566100,57
68,-73.872890,40.566080,58
68,-73.869750,40.567150,59
68,-73.868350,40.567620,60
68,-73.867790,40.567840,61
68,-73.867120,40.568100,62
68,-73.865330,40.568800,63
68,-73.864070,40.569310,64
68,-73.863280,40.569630,65
68,-73.862490,40.569950,66
68,-73.862380,40.569990,67
68,-73.861600,40.570330,68
68,-73.860800,40.570650,69
68,-73.860010,40.570980,70
68,-73.859210,40.571300,71
68,-73.858420,40.571630,72
68,-73.858320,40.571670,73
68,-73.857530,40.572000,74
68,-73.856730,40.572320,75
68,-73.855940,40.572660,76
68,-73.855140,40.572980,77
68,-73.854350,40.573300,78
68,-73.853560,40.573640,79
68,-73.852740,40.573960,80
68,-73.851960,40.574290,81
68,-73.851170,40.574610,82
68,-73.850360,40.574940,83
68,-73.849580,40.575260,84
68,-73.848790,40.575580,85
68,-73.847980,40.575920,86
68,-73.847140,40.576270,87
68,-73.846310,40.576600,88
68,-73.846210,40.576650,89
68,-73.845510,40.576980,90
68,-73.844700,40.577310,91
68,-73.843880,40.577590,92
68,-73.843060,40.577880,93
68,-73.842220,40.578140,94
68,-73.841390,40.578410,95
68,-73.840570,40.578690,96
68,-73.839750,40.578960,97
68,-73.838930,40.579240,98
68,-73.838100,40.579510,99
68,-73.837280,40.579790,100
68,-73.837130,40.579840,101
68,-73.836720,40.579960,102
68,-73.836280,40.580100,103
68,-73.835430,40.580320,104
68,-73.834580,40.580550,105
68,-73.833730,40.580790,106
68,-73.832950,40.581010,107
68,-73.832880,40.581030,108
68,-73.832780,40.581050,109
68,-73.832450,40.581130,110
68,-73.832030,40.581250,111
68,-73.831930,40.581280,112
68,-73.830880,40.581570,113
68,-73.830770,40.581600,114
68,-73.830110,40.581791,115
68,-73.829910,40.581850,116
68,-73.830230,40.582590,117
68,-73.830680,40.583470,118
68,-73.830910,40.583900,119
68,-73.830950,40.583980,120
68,-73.831180,40.583930,121
68,-73.831730,40.583784,122
69,-73.872697,40.566146,1
69,-73.871400,40.566580,2
69,-73.869750,40.567150,3
69,-73.868350,40.567620,4
69,-73.867790,40.567840,5
69,-73.867120,40.568100,6
69,-73.865330,40.568800,7
69,-73.864070,40.569310,8
69,-73.863280,40.569630,9
69,-73.862490,40.569950,10
69,-73.862380,40.569990,11
69,-73.861600,40.570330,12
69,-73.860800,40.570650,13
69,-73.860010,40.570980,14
69,-73.859210,40.571300,15
69,-73.858420,40.571630,16
69,-73.858320,40.571670,17
69,-73.857530,40.572000,18
69,-73.856730,40.572320,19
69,-73.855940,40.572660,20
69,-73.855140,40.572980,21
69,-73.854350,40.573300,22
69,-73.853560,40.573640,23
69,-73.852740,40.573960,24
69,-73.851960,40.574290,25
69,-73.851170,40.574610,26
69,-73.850360,40.574940,27
69,-73.849580,40.575260,28
69,-73.848790,40.575580,29
69,-73.847980,40.575920,30
69,-73.847140,40.576270,31
69,-73.846310,40.576600,32
69,-73.846210,40.576650,33
69,-73.845510,40.576980,34
69,-73.844700,40.577310,35
69,-73.843880,40.577590,36
69,-73.843060,40.577880,37
69,-73.842220,40.578140,38
69,-73.841390,40.578410,39
69,-73.840570,40.578690,40
69,-73.839750,40.578960,41
69,-73.838930,40.579240,42
69,-73.838100,40.579510,43
69,-73.837280,40.579790,44
69,-73.837130,40.579840,45
69,-73.836720,40.579960,46
69,-73.836280,40.580100,47
69,-73.835430,40.580320,48
69,-73.834580,40.580550,49
69,-73.833730,40.580790,50
69,-73.832950,40.581010,51
69,-73.832880,40.581030,52
69,-73.832780,40.581050,53
69,-73.832450,40.581130,54
69,-73.832030,40.581250,55
69,-73.831930,40.581280,56
69,-73.830880,40.581570,57
69,-73.830770,40.581600,58
69,-73.830110,40.581791,59
69,-73.829910,40.581850,60
69,-73.830230,40.582590,61
69,-73.830680,40.583470,62
69,-73.830910,40.583900,63
69,-73.830950,40.583980,64
69,-73.831180,40.583930,65
69,-73.831730,40.583784,66
70,-73.831451,40.583858,1
70,-73.833440,40.583330,2
70,-73.834590,40.582960,3
70,-73.835348,40.582718,4
70,-73.835530,40.582660,5
70,-73.836120,40.582480,6
70,-73.836370,40.582400,7
70,-73.836740,40.582280,8
70,-73.837420,40.582060,9
70,-73.837900,40.581910,10
70,-73.838140,40.581850,11
70,-73.838400,40.581770,12
70,-73.838240,40.581450,13
70,-73.837280,40.579790,14
70,-73.838100,40.579510,15
70,-73.838930,40.579240,16
70,-73.839750,40.578960,17
70,-73.840570,40.578690,18
70,-73.841390,40.578410,19
70,-73.842220,40.578140,20
70,-73.843060,40.577880,21
70,-73.843880,40.577590,22
70,-73.844700,40.577310,23
70,-73.845510,40.576980,24
70,-73.845998,40.576817,25
70,-73.846380,40.576690,26
70,-73.847190,40.576350,27
70,-73.848020,40.576010,28
70,-73.848850,40.575670,29
70,-73.849640,40.575350,30
70,-73.850410,40.575020,31
70,-73.851230,40.574700,32
70,-73.852030,40.574370,33
70,-73.852800,40.574050,34
70,-73.853610,40.573720,35
70,-73.854400,40.573400,36
70,-73.855190,40.573070,37
70,-73.855980,40.572740,38
70,-73.856780,40.572420,39
70,-73.857590,40.572100,40
70,-73.858380,40.571780,41
70,-73.858480,40.571740,42
70,-73.858533,40.571718,43
70,-73.859280,40.571410,44
70,-73.860070,40.571080,45
70,-73.860860,40.570750,46
70,-73.861660,40.570430,47
70,-73.862450,40.570110,48
70,-73.862560,40.570070,49
70,-73.863340,40.569740,50
70,-73.864130,40.569410,51
70,-73.864700,40.569220,52
70,-73.865100,40.569110,53
70,-73.865510,40.569040,54
70,-73.865820,40.569010,55
70,-73.866120,40.569020,56
70,-73.866550,40.569100,57
70,-73.866940,40.569210,58
70,-73.867110,40.569300,59
70,-73.867310,40.569320,60
70,-73.867470,40.569310,61
70,-73.867720,40.569250,62
70,-73.867950,40.569120,63
70,-73.868020,40.569060,64
70,-73.868120,40.568930,65
70,-73.868150,40.568830,66
70,-73.868160,40.568740,67
70,-73.868270,40.568520,68
70,-73.868590,40.568100,69
70,-73.868760,40.567930,70
70,-73.869050,40.567730,71
70,-73.869400,40.567560,72
70,-73.869616,40.567494,73
70,-73.869860,40.567420,74
70,-73.871490,40.566870,75
70,-73.871860,40.566740,76
70,-73.872250,40.566600,77
70,-73.872810,40.566400,78
70,-73.873000,40.566360,79
70,-73.873110,40.566300,80
70,-73.873140,40.566190,81
70,-73.873050,40.566100,82
70,-73.873002,40.566093,83
70,-73.872890,40.566080,84
70,-73.872670,40.566150,85
70,-73.872275,40.566286,86
